#   iter  time             time step        CFL              NlinRnorm0       NlinRnorm0(r)    Elem Eq RHO      Elem Eq RHOU     Elem Eq RHOV     Elem Eq RHOW     Elem Eq RHOE     Elem Eq       
    2640  3.141229300E-03  2.180942222E-06  1.875000000E+04  2.062275747E-08  1.923639852E-12  1.092381273E-03  7.848236707E-01  5.089944961E-01  5.046102536E-01  2.914751640E+03  2.616071001E-06
    2660  3.184848144E-03  2.180942222E-06  1.875000000E+04  1.832337427E-08  1.709159070E-12  1.065875371E-03  7.718932312E-01  4.988148706E-01  4.955818345E-01  2.871608332E+03  2.557273972E-06
    2680  3.228466988E-03  2.180942222E-06  1.875000000E+04  1.671712320E-08  1.559331940E-12  1.044073770E-03  7.604273189E-01  4.909927035E-01  4.879554925E-01  2.836463313E+03  2.355749668E-06
    2700  3.252457353E-03  1.090471111E-06  9.375000000E+03  1.746688152E-08  1.629267543E-12  1.120321125E-03  8.509038730E-01  5.692308147E-01  5.790128723E-01  3.012979908E+03  1.015157625E-06
    2720  3.274266775E-03  1.090471111E-06  9.375000000E+03  1.717970717E-08  1.602480629E-12  1.159257970E-03  8.895631939E-01  6.002198104E-01  5.977377282E-01  3.074238680E+03  9.867066904E-07
    2740  3.296076197E-03  1.090471111E-06  9.375000000E+03  1.629763234E-08  1.520202869E-12  1.084642682E-03  8.167064103E-01  5.385924870E-01  5.440054012E-01  2.934096262E+03  9.755141914E-07
    2760  3.317885620E-03  1.090471111E-06  9.375000000E+03  1.609090143E-08  1.500919520E-12  1.060940032E-03  7.900290021E-01  5.184213320E-01  5.166437631E-01  2.881924619E+03  9.619824960E-07
    2780  3.339695042E-03  1.090471111E-06  9.375000000E+03  1.593837820E-08  1.486692531E-12  1.071493182E-03  8.029642005E-01  5.323329734E-01  5.307076779E-01  2.907304336E+03  9.599567105E-07
    2800  3.358778286E-03  5.452355555E-07  4.687500000E+03  1.633987376E-08  1.524143045E-12  1.061859849E-03  7.878883082E-01  5.217990124E-01  5.124144665E-01  2.881423643E+03  8.964537512E-07
    2820  3.369682997E-03  5.452355555E-07  4.687500000E+03  1.705246136E-08  1.590611454E-12  1.060117820E-03  7.828217861E-01  5.115080354E-01  5.123434796E-01  2.874481504E+03  8.914582325E-07
    2840  3.380587708E-03  5.452355555E-07  4.687500000E+03  1.707874476E-08  1.593063105E-12  1.063860628E-03  7.844326028E-01  5.120564354E-01  5.166924822E-01  2.876118011E+03  8.887908594E-07
    2860  3.391492420E-03  5.452355555E-07  4.687500000E+03  1.705020448E-08  1.590400938E-12  1.083750922E-03  8.151539103E-01  5.363973102E-01  5.428470876E-01  2.923743529E+03  8.911453187E-07
    2880  3.402397131E-03  5.452355555E-07  4.687500000E+03  1.702191939E-08  1.587762575E-12  1.062422959E-03  7.899770863E-01  5.201852722E-01  5.166928281E-01  2.877661442E+03  8.859091862E-07
    2900  3.413301842E-03  5.452355555E-07  4.687500000E+03  1.699526917E-08  1.585276708E-12  1.053018673E-03  7.725489060E-01  5.015027557E-01  5.001662508E-01  2.849508010E+03  8.802238887E-07
    2920  3.424206553E-03  5.452355555E-07  4.687500000E+03  1.697775747E-08  1.583643260E-12  1.053741166E-03  7.759187230E-01  5.056432536E-01  5.078064952E-01  2.854490581E+03  8.798011129E-07
    2940  3.435111264E-03  5.452355555E-07  4.687500000E+03  1.694357469E-08  1.580454775E-12  1.061544236E-03  7.828638952E-01  5.148589744E-01  5.093605156E-01  2.872418211E+03  8.783708847E-07
    2960  3.446015975E-03  5.452355555E-07  4.687500000E+03  1.692567651E-08  1.578785277E-12  1.057608588E-03  7.784182328E-01  5.095399296E-01  5.083534011E-01  2.868740235E+03  8.767163367E-07
    2980  3.456920686E-03  5.452355555E-07  4.687500000E+03  1.690025789E-08  1.576414291E-12  1.059945796E-03  7.841279219E-01  5.130948145E-01  5.106733176E-01  2.874337817E+03  8.761574417E-07
    3000  3.467825397E-03  5.452355555E-07  4.687500000E+03  1.688712036E-08  1.575188855E-12  1.054248667E-03  7.739416465E-01  5.027055191E-01  5.025147996E-01  2.861605064E+03  8.735862936E-07
#   iter  time             time step        CFL              NlinRnorm0       NlinRnorm0(r)    Elem Eq RHO      Elem Eq RHOU     Elem Eq RHOV     Elem Eq RHOW     Elem Eq RHOE     Elem Eq       
    3020  3.478730108E-03  5.452355555E-07  4.687500000E+03  1.687172737E-08  1.573753034E-12  1.052329221E-03  7.718256387E-01  5.061696028E-01  5.044336441E-01  2.853542795E+03  8.729364097E-07
    3040  3.489634819E-03  5.452355555E-07  4.687500000E+03  1.685840208E-08  1.572510085E-12  1.079934802E-03  8.067404027E-01  5.331656760E-01  5.298990496E-01  2.916554399E+03  8.767984211E-07
    3060  3.500539531E-03  5.452355555E-07  4.687500000E+03  1.684979320E-08  1.571707070E-12  1.053220009E-03  7.748813991E-01  5.079640815E-01  5.024473172E-01  2.860852030E+03  8.717552132E-07
    3080  3.511444242E-03  5.452355555E-07  4.687500000E+03  1.683685394E-08  1.570500127E-12  1.064366263E-03  7.878493656E-01  5.101034510E-01  5.201119129E-01  2.881174765E+03  8.735595445E-07
    3100  3.522348953E-03  5.452355555E-07  4.687500000E+03  1.683006328E-08  1.569866711E-12  1.056236678E-03  7.794204802E-01  5.101735369E-01  5.094625605E-01  2.860589632E+03  8.713712042E-07
    3120  3.533253664E-03  5.452355555E-07  4.687500000E+03  1.681645633E-08  1.568597488E-12  1.054279345E-03  7.738881528E-01  5.060225756E-01  5.035501361E-01  2.858810265E+03  8.701064107E-07
    3140  3.544158375E-03  5.452355555E-07  4.687500000E+03  1.681173507E-08  1.568157101E-12  1.061010427E-03  7.864913806E-01  5.124511225E-01  5.151751706E-01  2.874665257E+03  8.707272669E-07
    3160  3.555063086E-03  5.452355555E-07  4.687500000E+03  1.681161398E-08  1.568145806E-12  1.055723811E-03  7.767438295E-01  5.088528716E-01  5.060130680E-01  2.862920914E+03  8.699110018E-07
    3180  3.565967797E-03  5.452355555E-07  4.687500000E+03  1.679763738E-08  1.566842103E-12  1.058349978E-03  7.759130691E-01  5.055757881E-01  5.065647180E-01  2.863388908E+03  8.690562126E-07
    3200  3.576872508E-03  5.452355555E-07  4.687500000E+03  1.679044834E-08  1.566171527E-12  1.068189617E-03  7.895108958E-01  5.155340992E-01  5.190714797E-01  2.889733210E+03  8.710842313E-07
    3220  3.587777219E-03  5.452355555E-07  4.687500000E+03  1.678113314E-08  1.565302628E-12  1.048832591E-03  7.662913982E-01  5.019057719E-01  4.948048977E-01  2.847200199E+03  8.670525112E-07
    3240  3.598681931E-03  5.452355555E-07  4.687500000E+03  1.679002504E-08  1.566132044E-12  1.068840450E-03  7.919822697E-01  5.184309325E-01  5.181833951E-01  2.891593678E+03  8.704144864E-07
    3260  3.609586642E-03  5.452355555E-07  4.687500000E+03  1.677619203E-08  1.564841734E-12  1.051481602E-03  7.700927069E-01  5.039052370E-01  4.978753091E-01  2.853646505E+03  8.662139764E-07
    3280  3.620491353E-03  5.452355555E-07  4.687500000E+03  1.677632569E-08  1.564854201E-12  1.060491474E-03  7.818808333E-01  5.120828802E-01  5.085285774E-01  2.872585917E+03  8.685179120E-07
    3300  3.631396064E-03  5.452355555E-07  4.687500000E+03  1.677566073E-08  1.564792176E-12  1.078223767E-03  8.079766493E-01  5.360917968E-01  5.340144442E-01  2.916272965E+03  8.729180417E-07
    3320  3.642300775E-03  5.452355555E-07  4.687500000E+03  1.677622649E-08  1.564844948E-12  1.059061790E-03  7.766705323E-01  5.049668276E-01  5.039722788E-01  2.872363576E+03  8.666570456E-07
    3340  3.653205486E-03  5.452355555E-07  4.687500000E+03  1.676902371E-08  1.564173091E-12  1.060984519E-03  7.855054095E-01  5.149318214E-01  5.152705180E-01  2.874078044E+03  8.693599967E-07
    3360  3.664110197E-03  5.452355555E-07  4.687500000E+03  1.676861436E-08  1.564134908E-12  1.056850315E-03  7.790013788E-01  5.086559196E-01  5.073064284E-01  2.864918022E+03  8.672874763E-07
    3380  3.675014908E-03  5.452355555E-07  4.687500000E+03  1.676070676E-08  1.563397306E-12  1.056247929E-03  7.765671605E-01  5.062665992E-01  5.080122648E-01  2.865469589E+03  8.665329533E-07
    3400  3.685919619E-03  5.452355555E-07  4.687500000E+03  1.676571742E-08  1.563864689E-12  1.062652965E-03  7.835686119E-01  5.129438248E-01  5.101092499E-01  2.879817429E+03  8.678909534E-07
    3420  3.696824331E-03  5.452355555E-07  4.687500000E+03  1.675889269E-08  1.563228095E-12  1.053273709E-03  7.744718407E-01  5.057651511E-01  5.024572933E-01  2.859804581E+03  8.667551907E-07
    3440  3.707729042E-03  5.452355555E-07  4.687500000E+03  1.676399238E-08  1.563703781E-12  1.064067787E-03  7.872861148E-01  5.165286049E-01  5.137300662E-01  2.885432638E+03  8.683949141E-07
    3460  3.718633753E-03  5.452355555E-07  4.687500000E+03  1.676056681E-08  1.563384252E-12  1.062413618E-03  7.863677154E-01  5.159733605E-01  5.127406199E-01  2.883366689E+03  8.683055351E-07
    3480  3.729538464E-03  5.452355555E-07  4.687500000E+03  1.676504257E-08  1.563801740E-12  1.053661093E-03  7.755259573E-01  5.049412841E-01  5.043572855E-01  2.859093543E+03  8.661025734E-07
    3500  3.740443175E-03  5.452355555E-07  4.687500000E+03  1.676588410E-08  1.563880236E-12  1.045186847E-03  7.658218306E-01  4.955287821E-01  4.963291309E-01  2.841733482E+03  8.644433158E-07
